RegionName,State,Metro,CountyName,SizeRank,Jan-19,Feb-19,Mar-19,Apr-19,May-19
Corvallis,MT,,Ravalli County,6293,425000,425000,429900,419500,421950
Jefferson,IA,,Greene County,6294,87750,92000,81950,90950,89900
Sag Harbor,NY,New York-Newark-Jersey City,Suffolk County,6295,2222250,1999500,2047500,2122750,1999497.5
Jarrell,TX,Austin-Round Rock,Williamson County,6296,196990,198330,200549,2.00E+05,199900
Brielle,NJ,New York-Newark-Jersey City,Monmouth County,6296,749950,749949.5,749949.5,750000,785000
Randolph,VT,Claremont-Lebanon,Orange County,6298,234450,228000,234450,226000,219000
Fair Oaks Ranch,TX,San Antonio-New Braunfels,Bexar County,6299,484000,491900,499000,491900,499500
Hidden Valley Lake,CA,Clearlake,Lake County,6300,329000,325000,329000,329000,330000
Townville,SC,Greenville-Anderson-Mauldin,Anderson County,6300,339000,317450,332000,339000,312500
Kingman,KS,Wichita,Kingman County,6302,78000,75000,72200,72900,73000
Vandergrift,PA,Pittsburgh,Westmoreland County,6303,49900,49450,55000,49900,49900
Star,ID,Boise City,Ada County,6304,445900,399000,425000,427450,425000
West Peoria,IL,Peoria,Peoria County,6305,72450,69900,69500,73750,77900
Blooming Grove,PA,New York-Newark-Jersey City,Pike County,6305,184900,179450,189000,189700,189000
Saint Augustine Beach,FL,Jacksonville,Saint Johns County,6307,380000,375000,379900,379900,390000
Decorah,IA,,Winneshiek County,6308,228450,215000,205950,223450,204700
Soap Lake,WA,Moses Lake,Grant County,6309,205000,205000,206000,202000,207000
Fairfield,IA,Fairfield,Jefferson County,6310,126000,124500,124700,124500,126200
Ranson,WV,Washington-Arlington-Alexandria,Jefferson County,6311,189990,199900,199450,205450,199000
Hartland,MI,Detroit-Warren-Dearborn,Livingston County,6312,214950,219150,213575,213650,216600
Greenville,NY,New York-Newark-Jersey City,Orange County,6312,274999,269999,269900,277500,320000
Summerdale,AL,Daphne-Fairhope-Foley,Baldwin County,6314,184755,206290,184645,189680,188272.5
Manchester,GA,Atlanta-Sandy Springs-Roswell,Meriwether County,6315,71000,71000,71000,67000,74450
Salem,AR,,Fulton County,6316,157500,154950,140000,140000,129450
Danville,PA,Bloomsburg-Berwick,Montour County,6317,116500,128000,134900,139900,147450
Village of Lakewood,IL,Chicago-Naperville-Elgin,McHenry County,6318,420000,397450,399900,394450,389900
Culloden,WV,Huntington-Ashland,Cabell County,6319,227500,222400,219700,224900,224900
Barnstead,NH,Laconia,Belknap County,6320,222400,204950,218000,229000,236900
Juno Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,6321,549500,549000,549500,520000,525000
Linglestown,PA,Harrisburg-Carlisle,Dauphin County,6322,233950,221200,235000,222500,235000
Saint Helen,MI,,Roscommon County,6323,72000,70950,73900,75900,74950
South Barrington,IL,Chicago-Naperville-Elgin,Cook County,6323,885000,888000,859999,850000,799995
Cool,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,6325,389000,399950,399000,405000,441900
Southold,NY,New York-Newark-Jersey City,Suffolk County,6326,725000,722250,719000,699000,699000
Myrtle Point,OR,Coos Bay,Coos County,6327,189500,185000,185000,198250,184499.5
Castleton,VT,Rutland,Rutland County,6328,269950,270000,269950,264900,245000
Silt,CO,Glenwood Springs,Garfield County,6329,390000,389000,395000,433000,433000
Waldport,OR,Newport,Lincoln County,6330,299700,310000,299900,314950,299500
New London,NH,Concord,Merrimack County,6331,420000,395000,425000,435000,407000
Spring Lake Heights,NJ,New York-Newark-Jersey City,Monmouth County,6332,530000,545500,525000,535000,519000
Milton,NH,Boston-Cambridge-Newton,Strafford County,6333,222500,225000,236400,263450,267400
Avondale Estates,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,6334,424000,432500,452500,499000,481500
Belvidere,NJ,Allentown-Bethlehem-Easton,Warren County,6335,189900,189700,199800,204900,209900
East Moriches,NY,New York-Newark-Jersey City,Suffolk County,6336,592499.5,599000,579900,549000,549990
Le Ray,NY,Watertown-Fort Drum,Jefferson County,6337,197000,192499.5,199500,209000,199000
Mission Hills,KS,Kansas City,Johnson County,6338,1497000,1495000,1375000,1295000,1295000
Brunswick,MD,Washington-Arlington-Alexandria,Frederick County,6338,305000,289900,270000,299900,294900
Mount Zion,IL,Decatur,Macon County,6340,145000,154200,149900,145950,149900
Maize,KS,Wichita,Sedgwick County,6341,237500,235375,262000,279900,279000
Indian River Shores,FL,Sebastian-Vero Beach,Indian River County,6341,979000,999999,981500,992500,950000
Hubbardston,MA,Worcester,Worcester County,6343,329900,354900,352450,349900,344900
Phillips,WI,,Price County,6344,149900,144450,139900,135000,139900
Enfield,NH,Claremont-Lebanon,Grafton County,6345,264900,253900,279450,260000,269900
Sea Cliff,NY,New York-Newark-Jersey City,Nassau County,6346,899000,868000,883500,849000,841999.5
Ottawa Hills,OH,Toledo,Lucas County,6347,297450,287450,319000,319500,329250
Deep River,CT,Hartford-West Hartford-East Hartford,Middlesex County,6348,319900,289900,299000,319900,342000
Malvern,OH,Canton-Massillon,Carroll County,6349,210000,199900,198750,196750,184950
Mount Ephraim,NJ,Philadelphia-Camden-Wilmington,Camden County,6350,142500,139999.5,144950,144500,144900
Baker City,OR,,Baker County,6351,153450,163700,167000,169500,171000
Alexandria,NJ,New York-Newark-Jersey City,Hunterdon County,6352,424000,409950,429900,462487,499900
Buena,NJ,Atlantic City-Hammonton,Atlantic County,6353,139900,139900,145750,149900,149999
Meadowbrook,AL,Birmingham-Hoover,Shelby County,6354,292400,264450,269900,284900,315000
Lyons,CO,Boulder,Boulder County,6355,645000,662500,650000,637000,647500
Findlay,PA,Pittsburgh,Allegheny County,6356,292900,300900,303400,302900,303900
Bonsall,CA,San Diego-Carlsbad,San Diego County,6357,779000,799900,779000,779000,867000
San Leon,TX,Houston-The Woodlands-Sugar Land,Galveston County,6358,224414,224900,227300,229600,239971
West Union,SC,Seneca,Oconee County,6359,269000,268000,257000,258500,269900
Florissant,CO,Colorado Springs,Teller County,6360,299900,289000,294749.5,315000,327450
Leesburg,IN,Warsaw,Kosciusko County,6361,259000,267000,289450,315700,327400
Delanco,NJ,Philadelphia-Camden-Wilmington,Burlington County,6362,198000,192449.5,189949.5,189999.5,179000
Carlton,OR,Portland-Vancouver-Hillsboro,Yamhill County,6363,403400,422450,411950,419900,407725
Delaware,NJ,New York-Newark-Jersey City,Hunterdon County,6363,534999,529999.5,534999.5,535000,559450
Valley Center,KS,Wichita,Sedgwick County,6365,150000,149900,162325,179900,174900
Morongo Valley,CA,Riverside-San Bernardino-Ontario,San Bernardino County,6366,229000,229000,247450,241950,244900
Dacono,CO,Greeley,Weld County,6367,357500,353750,354475,363250,370000
Clinton,WA,Oak Harbor,Island County,6368,440000,468250,440000,519000,545000
Gold Beach,OR,Brookings,Curry County,6369,399450,399000,434000,415000,410000
Skidaway Island,GA,Savannah,Chatham County,6370,575000,569000,565000,559000,550000
Madison,VA,,Madison County,6371,264700,294250,272200,266750,284900
Waveland,MS,Gulfport-Biloxi-Pascagoula,Hancock County,6372,132500,147000,149900,158866,156866
East Dundee,IL,Chicago-Naperville-Elgin,Kane County,6373,179900,179200,183750,187450,189900
Eagar,AZ,,Apache County,6374,201250,2.00E+05,215000,204900,195000
Camden,ME,,Knox County,6375,417450,425000,437000,427000,479000
East Palatka,FL,Palatka,Putnam County,6376,275000,277000,279450,279000,296750
Murrayville,GA,Gainesville,Hall County,6377,259900,274900,269900,255000,279000
Walsenburg,CO,,Huerfano County,6378,151400,162789,155000,155000,139000
South Pasadena,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,6378,245000,280000,249900,259000,256450
Santee,SC,Orangeburg,Orangeburg County,6380,166250,171950,183150,180000,186300
Boiling Spring Lakes,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,6381,197750,199450,212400,194900,214900
Wildwood,NJ,Ocean City,Cape May County,6382,252900,249900,251450,259000,249999
North Weeki Wachee,FL,Tampa-St. Petersburg-Clearwater,Hernando County,6383,240000,239900,240000,251500,258600
Elko New Market,MN,Minneapolis-St. Paul-Bloomington,Scott County,6384,345999.5,357400,362500,359900,359900
North Hampton,NH,Boston-Cambridge-Newton,Rockingham County,6385,729900,639950,650000,681950,734250
Sherborn,MA,Boston-Cambridge-Newton,Middlesex County,6385,815000,774000,795000,812000,795000
Mount Olympus,UT,Salt Lake City,Salt Lake County,6385,639000,636950,689900,689000,699000
Jerseyville,IL,St. Louis,Jersey County,6388,97400,91200,90750,99319,92400
Valley City,OH,Cleveland-Elyria,Medina County,6389,368900,370900,368955,369372.5,369372.5
Washington,TX,Brenham,Washington County,6390,452762,452762,496425,465881,465000
Walworth,WI,Whitewater-Elkhorn,Walworth County,6391,288650,288650,309750,289000,325000
Mount Pleasant,PA,Pittsburgh,Westmoreland County,6392,89900,89900,94000,92500,90000
Coalville,UT,Summit Park,Summit County,6393,650000,649000,630000,650000,682000
Stowe,VT,,Lamoille County,6394,599000,682500,680000,680000,680000
Friendship,WI,,Adams County,6395,109900,115000,117450,107450,107450
Eastham,MA,Barnstable Town,Barnstable County,6395,499000,499900,499450,519000,514900
Centerport,NY,New York-Newark-Jersey City,Suffolk County,6397,699949.5,749000,749000,704450,725000
Godley,TX,Dallas-Fort Worth-Arlington,Johnson County,6398,330000,323950,330000,359895,370000
Lyman,ME,Portland-South Portland,York County,6399,250000,266900,277100,279000,275650
Minocqua,WI,,Oneida County,6400,331659,299000,291400,270950,298900
Mackinaw,IL,Peoria,Tazewell County,6401,162500,161200,157900,152900,158900
Wharton,PA,Pittsburgh,Fayette County,6402,219900,219900,219900,229500,249900
Manhattan,MT,Bozeman,Gallatin County,6403,439900,436350,449450,444500,439000
Boonton,NJ,New York-Newark-Jersey City,Morris County,6404,628950,612000,634950,650000,629450
Melissa,TX,Dallas-Fort Worth-Arlington,Collin County,6405,319990,320959.5,320990,335000,338990
Freeport,FL,Crestview-Fort Walton Beach-Destin,Walton County,6405,299990,299990,289500,293450,292445
Lake Panasoffkee,FL,The Villages,Sumter County,6407,139900,142450,139990,139000,133400
Clearlake Oaks,CA,Clearlake,Lake County,6408,219500,217000,214500,198000,199000
Manchester,VT,Bennington,Bennington County,6409,409000,376950,399000,412000,439500
Argyle,TX,Dallas-Fort Worth-Arlington,Denton County,6410,561632,499859.5,561445,569900,568850
Magnolia,NJ,Philadelphia-Camden-Wilmington,Camden County,6411,159000,150000,149999,149999,142950
Amenia,NY,New York-Newark-Jersey City,Dutchess County,6412,299500,315000,315000,312500,282000
Steilacoom,WA,Seattle-Tacoma-Bellevue,Pierce County,6413,494950,484950,475000,450000,487425
Washington,PA,Reading,Berks County,6414,331950,325900,328900,325900,299000
Meeker,CO,,Rio Blanco County,6415,234000,244500,245000,254000,248000
New Prague,MN,Minneapolis-St. Paul-Bloomington,Scott County,6416,269900,279900,307450,288888,278550
North Plains,OR,Portland-Vancouver-Hillsboro,Washington County,6416,464900,464900,464900,469950,454990
Hidden Valley,IN,Cincinnati,Dearborn County,6418,249900,259900,252450,234900,255000
Chester,CT,Hartford-West Hartford-East Hartford,Middlesex County,6419,349000,345000,326500,329900,329900
Madeira Beach,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,6420,549000,542500,549000,542499.5,549445
Unadilla,NY,Oneonta,Otsego County,6420,127900,126450,124450,122450,125000
Northfield,IL,Chicago-Naperville-Elgin,Cook County,6422,799000,791450,759000,687000,689000
Mountain Lakes,NJ,New York-Newark-Jersey City,Morris County,6423,799000,799000,880000,869000,849603
Elwood,IL,Chicago-Naperville-Elgin,Will County,6424,209900,214900,220000,204900,204900
Clinton,NY,New York-Newark-Jersey City,Dutchess County,6424,422500,418500,469000,446999.5,499000
Riverdale,NJ,New York-Newark-Jersey City,Morris County,6426,315000,319000,319000,325000,304949.5
Gun Barrel City,TX,Athens,Henderson County,6427,184900,184900,189700,199000,203500
Duchesne,UT,,Duchesne County,6428,142000,145862.5,149900,160000,162450
Ossipee,NH,,Carroll County,6429,227450,219000,199500,219000,225000
Fairbury,IL,Pontiac,Livingston County,6430,118250,118250,119900,109250,112000
Twin Lakes,WI,Chicago-Naperville-Elgin,Kenosha County,6431,259900,268000,269900,269900,269900
Pleasant View,TN,Nashville-Davidson--Murfreesboro--Franklin,Cheatham County,6432,264900,254900,258000,264900,264900
Honesdale,PA,,Wayne County,6432,149315,127499,148630,149315,135000
Twain Harte,CA,Sonora,Tuolumne County,6434,359450,349900,349900,361616.5,349450
Mountain View,HI,Hilo,Hawaii County,6434,209000,212000,209000,207000,209450
Versailles,IN,,Ripley County,6436,133950,129900,133950,137900,139700
Plain City,UT,Ogden-Clearfield,Weber County,6437,344950,355000,359900,380000,390000
Mount Sterling,KY,Mount Sterling,Montgomery County,6438,149000,146950,146000,150000,158000
Celina,OH,Celina,Mercer County,6439,149500,149500,154900,151950,129500
Derby,VT,,Orleans County,6440,270000,252450,239000,207500,210000
Townsend,MT,,Broadwater County,6441,244500,247000,269000,269000,278000
Warroad,MN,,Roseau County,6442,139900,152400,159900,152400,149900
Seaside,OR,Astoria,Clatsop County,6443,359000,329900,329000,349000,354450
Staunton,IL,St. Louis,Macoupin County,6444,88950,93900,102500,110000,109950
Miramar Beach,FL,Crestview-Fort Walton Beach-Destin,Walton County,6445,433500,425000,430000,445000,449000
Mendota,IL,Ottawa-Peru,La Salle County,6446,109900,102000,98900,109900,109900
Townsend,GA,Brunswick,McIntosh County,6447,249900,253500,274450,274000,279950
Livingston,TX,,Polk County,6448,155000,156085,158900,152400,161450
Spicer,MN,Willmar,Kandiyohi County,6449,349000,350000,350000,349900,319900
Edgewood,TX,,Van Zandt County,6450,199500,205000,234950,234950,250000
Earlysville,VA,Charlottesville,Albemarle County,6451,629000,610000,550000,569950,597000
Pomfret Center,CT,Worcester,Windham County,6452,335000,339900,359900,360000,360000
Belmont,OH,Wheeling,Belmont County,6453,189600,190875,194300,194300,198925
Charlton,NY,Albany-Schenectady-Troy,Saratoga County,6453,352000,354500,360000,357450,356950
Eureka,MT,,Lincoln County,6455,317500,299999,302999,305999,339000
Southport,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,6455,296250,289450,279900,279500,285515
Seven Lakes,NC,Pinehurst-Southern Pines,Moore County,6457,269450,256950,259000,267000,269450
Sunset Beach,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,6458,254900,249949.5,269900,279900,279900
Branchville,NJ,New York-Newark-Jersey City,Sussex County,6459,299000,274900,315500,3.00E+05,302450
Culver,IN,Plymouth,Marshall County,6460,250000,250000,279250,279500,271950
Saint James,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,6461,425000,427000,429000,441450,439450
Belhaven,NC,Washington,Beaufort County,6462,239000,235000,248000,249450,245000
Dayton,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,6463,372990,372990,415685,409900,417740
Ray City,GA,,Berrien County,6464,136200,137900,139904,142128,139500
Lochbuie,CO,Greeley,Weld County,6465,341420,343450,350000,350475,350000
Elk,NJ,Philadelphia-Camden-Wilmington,Gloucester County,6466,199900,202400,189450,189900,210000
Honokaa,HI,Hilo,Hawaii County,6467,647500,647500,615000,619950,643000
Grasonville,MD,Baltimore-Columbia-Towson,Queen Annes County,6468,429000,455000,475000,499000,479000
Todd Creek,CO,Denver-Aurora-Lakewood,Adams County,6469,650000,634900,649900,650000,650000
Rural Retreat,VA,,Wythe County,6470,137250,132475,147000,155500,160250
Henryville,IN,Louisville/Jefferson County,Clark County,6470,309900,309900,318900,309900,319400
Hudson,CO,Greeley,Weld County,6472,410750,430000,430000,485000,482750
Beaver,PA,Pittsburgh,Beaver County,6473,204900,219900,214900,225000,224950
Maysville,NC,Jacksonville,Onslow County,6474,158000,155000,157400,162450,160000
Salem,PA,,Wayne County,6475,149000,149000,144450,149000,159450
Lawrenceville,NJ,Trenton,Mercer County,6476,240398.5,251250,249900,281800,287000
Hickory Withe,TN,Memphis,Fayette County,6476,464499.5,459999.5,488000,505500,5.00E+05
Houston,MO,,Texas County,6478,128825,126250,125000,119500,123250
Lancaster,VA,,Lancaster County,6479,375000,399945,369900,399945,387000
Middletown,VA,Winchester,Frederick County,6480,412500,399900,399900,369000,410000
Glendora,NJ,Philadelphia-Camden-Wilmington,Camden County,6481,145000,144900,146500,171950,162400
Kildeer,IL,Chicago-Naperville-Elgin,Lake County,6482,641392.5,645000,659900,653000,649900
Pilesgrove,NJ,Philadelphia-Camden-Wilmington,Salem County,6483,310000,305000,310000,307500,296500
Prairie Grove,IL,Chicago-Naperville-Elgin,McHenry County,6484,367450,422500,404900,404949.5,404900
Manchester,PA,York-Hanover,York County,6485,245880,251054.5,248952,248936.5,248976
Chauvin,LA,Houma-Thibodaux,Terrebonne Parish,6486,115000,115000,127450,127450,129950
Medford Lakes,NJ,Philadelphia-Camden-Wilmington,Burlington County,6487,274950,292450,296500,306500,298000
Oaklyn,NJ,Philadelphia-Camden-Wilmington,Camden County,6488,179500,175900,175950,175000,185000
Richmond,IL,Chicago-Naperville-Elgin,McHenry County,6489,250000,248990,244990,244990,250990
Roosevelt,UT,,Duchesne County,6490,175000,174000,179999,170950,170000
Keysville,VA,,Lunenburg County,6491,162000,149900,149900,149900,149900
Morganton,GA,,Fannin County,6492,319900,314500,308000,319900,317400
June Park,FL,Palm Bay-Melbourne-Titusville,Brevard County,6493,299945,300990,293634,289900,299999
Mansfield,MO,,Wright County,6494,129000,129450,129950,129000,129000
Bethel,NY,,Sullivan County,6495,346950,346950,335400,325000,325000
Maeser,UT,Vernal,Uintah County,6496,199900,194950,219900,217450,220000
East Amwell,NJ,New York-Newark-Jersey City,Hunterdon County,6497,439000,447000,514999,505000,479000
Warrensburg,NY,Glens Falls,Warren County,6497,159900,172400,164900,167400,195000
North Sioux City,SD,Sioux City,Union County,6499,361950,357400,359900,414950,451950
Alturas,CA,,Modoc County,6500,150000,150000,159000,152500,139500
Ajo,AZ,Tucson,Pima County,6501,95000,90700,93450,95000,89500
Milner,GA,Atlanta-Sandy Springs-Roswell,Lamar County,6502,157500,157900,158900,169900,198500
Grinnell,IA,,Poweshiek County,6503,146400,149000,166500,155450,159900
Jefferson,NC,,Ashe County,6504,250000,267500,279000,284000,279700
Bayside,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,6504,379000,393000,394000,395000,392000
Elgin,OK,Lawton,Comanche County,6506,194500,191000,199900,195000,195500
Necedah,WI,,Juneau County,6507,120000,134900,141900,128693,135200
Divide,CO,Colorado Springs,Teller County,6508,424900,408000,399900,399000,379450
Highlands,NC,,Macon County,6509,599000,585900,584950,589000,584500
New Buffalo,MI,Niles-Benton Harbor,Berrien County,6510,462560,469000,475000,469900,472450
Chatham,NY,Hudson,Columbia County,6511,479450,477000,520000,530000,450000
Athens,NY,,Greene County,6512,259450,250837,275000,277000,279000
Kemmerer,WY,,Lincoln County,6513,135000,135000,130000,125000,134950
Garfield,AR,Fayetteville-Springdale-Rogers,Benton County,6513,287950,260000,239999.5,242449.5,265400
Arley,AL,,Winston County,6513,397450,406200,466950,479450,454900
Northlake,TX,Dallas-Fort Worth-Arlington,Denton County,6516,412990,400495,375990,400495,374900
Sonora,TX,,Sutton County,6517,165000,168000,171000,165000,161750
Dover-Foxcroft,ME,,Piscataquis County,6518,126250,125000,128250,139450,153950
Towanda,PA,Sayre,Bradford County,6519,94499.5,94999,99999,109900,109700
Shelby,MT,,Toole County,6520,146400,137200,129900,139250,139250
Westcliffe,CO,,Custer County,6521,399000,397000,391500,399000,415000
Verbena,AL,Birmingham-Hoover,Chilton County,6522,267450,270000,289900,287450,294450
Crystal Falls,MI,,Iron County,6523,122700,124900,127400,129900,139900
Oxford,WI,,Adams County,6524,159950,155000,152450,149900,149654
Otis,OR,Newport,Lincoln County,6525,346500,356000,363000,357000,357000
Walland,TN,Knoxville,Blount County,6526,234650,229950,244900,249950,250000
Canaan,NH,Claremont-Lebanon,Grafton County,6527,222450,217200,214450,220000,227450
Rolesville,NC,Raleigh,Wake County,6528,367945,381945,369900,350000,383995
Port Royal,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,6529,225000,224500,235000,241450,235000
Coatesville,IN,Indianapolis-Carmel-Anderson,Putnam County,6529,183900,169900,174900,175000,174900
Trinidad,CO,,Las Animas County,6531,155000,159500,150000,145000,159000
Sandia Park,NM,Albuquerque,Bernalillo County,6532,479950,487500,479950,482475,485000
Somonauk,IL,Ottawa-Peru,La Salle County,6533,203450,219999,219000,210000,199900
New Freedom,PA,York-Hanover,York County,6534,323473,329424,329662,328473,328014.5
Stillwater,NJ,New York-Newark-Jersey City,Sussex County,6535,250000,237000,235000,247250,279000
Point Pleasant Beach,NJ,New York-Newark-Jersey City,Ocean County,6536,675000,675000,689900,675000,675000
Thayer,MO,,Oregon County,6537,79200,83750,75900,80500,87000
Linden,MI,Flint,Genesee County,6538,236900,238900,238900,238950,238900
Butler,TN,,Johnson County,6539,335000,342000,342000,303450,324950
Huddleston,VA,Lynchburg,Bedford County,6540,379000,354500,365000,372000,398500
Lansing,NC,,Ashe County,6541,246000,232400,229900,229000,229000
Cold Spring Harbor,NY,New York-Newark-Jersey City,Suffolk County,6542,1197000,1199500,1299000,1420000,1585000
Greene,PA,New York-Newark-Jersey City,Pike County,6542,139900,148900,156950,179950,195750
Waikoloa,HI,Hilo,Hawaii County,6544,559000,559000,559500,559000,559000
Newport,AR,,Jackson County,6545,62500,66250,78000,81500,72500
Monroe,PA,Selinsgrove,Snyder County,6546,225000,202900,224000,229000,223250
Casco,ME,Portland-South Portland,Cumberland County,6547,194900,197400,194900,219900,254800
Wrightwood,CA,Riverside-San Bernardino-Ontario,San Bernardino County,6547,344000,329950,329900,329000,332900
South Haven,MI,Kalamazoo-Portage,Van Buren County,6547,346872.5,355945,366905,353495,348022.5
Savanna,IL,,Carroll County,6550,65000,64950,64900,64500,64700
Charlotte,VT,Burlington-South Burlington,Chittenden County,6551,787450,779500,729015,709257.5,675000
Lambertville,NJ,New York-Newark-Jersey City,Hunterdon County,6552,414900,470000,465000,465000,460000
Chocolay,MI,Marquette,Marquette County,6553,249000,239900,242450,246950,239900
Calico Rock,AR,,Izard County,6554,172000,189450,189450,199900,199900
Beulah,ND,,Mercer County,6555,175999.5,188500,189450,187750,189500
Dolores,CO,,Montezuma County,6556,349900,364000,375000,372000,354450
Roanoke,TX,Dallas-Fort Worth-Arlington,Denton County,6556,508990,507990,5.00E+05,498900,503990
Nichols Hills,OK,Oklahoma City,Oklahoma County,6558,1050000,995000,883000,875000,895000
Garberville,CA,Eureka-Arcata-Fortuna,Humboldt County,6559,475000,460000,475000,490000,511000
Grand Marais,MN,,Cook County,6560,246500,239450,239900,246500,254450
Carterville,IL,Carbondale-Marion,Williamson County,6561,144250,139700,135000,142075,145950
Forestbrook,SC,Myrtle Beach-Conway-North Myrtle Beach,Horry County,6562,239997.5,240320,239947.5,231449.5,233900
Chattahoochee Hill Country,GA,Atlanta-Sandy Springs-Roswell,Fulton County,6563,579000,569900,569900,574450,549000
Cranbury,NJ,New York-Newark-Jersey City,Middlesex County,6564,649990,639495,649495,699990,699990
Corona de Tucson,AZ,Tucson,Pima County,6565,253750,259500,259500,258000,259800
Sadsbury,PA,Philadelphia-Camden-Wilmington,Chester County,6566,284990,285139.5,286206,290347,289392
Stanford,NY,New York-Newark-Jersey City,Dutchess County,6567,385000,390000,350000,357000,359000
Coopertown,TN,Nashville-Davidson--Murfreesboro--Franklin,Robertson County,6568,355000,344700,319749.5,323950,319900
Wadsworth,IL,Chicago-Naperville-Elgin,Lake County,6569,344950,344950,344950,340000,359900
Muttontown,NY,New York-Newark-Jersey City,Nassau County,6570,1998000,1899000,1834000,1849000,1939000
Cambridge,VT,,Lamoille County,6571,225000,239000,239000,243500,237000
Grayson Valley,AL,Birmingham-Hoover,Jefferson County,6572,99900,94450,99900,104900,107500
Kingwood,NJ,New York-Newark-Jersey City,Hunterdon County,6573,319900,336750,369900,415000,414999.5
Indian River,MI,,Cheboygan County,6574,149450,129900,129900,143450,159900
North Barrington,IL,Chicago-Naperville-Elgin,Lake County,6575,779450,715000,727000,706500,714900
Todd,NC,,Ashe County,6576,304900,304900,299000,299450,314950
Jamestown,RI,Providence-Warwick,Newport County,6577,695000,625000,647000,669000,699000
Volo,IL,Chicago-Naperville-Elgin,Lake County,6578,247990,248490,248490,247295,240945
Kimberling City,MO,Branson,Stone County,6579,225500,225000,226000,235000,229450
Scenic Oaks,TX,San Antonio-New Braunfels,Bexar County,6579,419900,423450,416900,415000,394750
Moreland,GA,Atlanta-Sandy Springs-Roswell,Coweta County,6581,349000,359900,342716,369900,359900
Hale,MI,,Iosco County,6582,117900,97450,99000,115900,109900
Goodview,VA,Lynchburg,Bedford County,6583,222225,241475,219450,225000,233450
Paupack,PA,,Wayne County,6584,219250,224450,229900,239900,229900
Port Aransas,TX,Corpus Christi,Nueces County,6585,399000,399000,415000,425000,429000
Culver,OR,,Jefferson County,6586,265000,260950,265000,265000,262000
Brooks,GA,Atlanta-Sandy Springs-Roswell,Fayette County,6586,548000,548000,536950,536650,549900
Baldwin,MI,,Lake County,6588,69900,69900,74900,85000,89900
Burnside,KY,Somerset,Pulaski County,6589,149900,149900,149900,149900,149900
Crested Butte,CO,,Gunnison County,6590,1325000,1325000,1202500,1155000,1155000
Cornville,AZ,Prescott,Yavapai County,6591,375450,389000,382450,382450,395000
Saluda,NC,,Polk County,6592,321000,299000,298000,324500,343000
Bayville,NY,New York-Newark-Jersey City,Nassau County,6593,782000,699999,699499.5,699000,699000
Battlefield,MO,Springfield,Greene County,6594,194200,187450,184900,182900,187450
Westfield,WI,,Marquette County,6595,124900,122400,129900,134700,126450
Frankfort,MI,Traverse City,Benzie County,6596,424000,401500,438000,425000,362450
Ontonagon,MI,,Ontonagon County,6596,83700,88700,89900,87500,89750
Gold Bar,WA,Seattle-Tacoma-Bellevue,Snohomish County,6596,299995,297450,299947.5,325000,325000
Iola,WI,,Waupaca County,6599,139900,138450,145000,149900,158000
Ellerslie,GA,Columbus,Harris County,6600,299900,299900,299900,287450,279900
Shingletown,CA,Redding,Shasta County,6601,284450,293950,279000,289000,299900
Thompson Falls,MT,,Sanders County,6602,297450,279950,275000,295000,269950
Greenwood Lake,NY,New York-Newark-Jersey City,Orange County,6603,269999,265000,275000,269000,279000
Salisbury,CT,Torrington,Litchfield County,6603,749000,825000,915000,825000,799000
Stonewall,LA,Shreveport-Bossier City,De Soto Parish,6605,324900,317250,326500,319900,327700
Linden,VA,Washington-Arlington-Alexandria,Warren County,6606,250000,247000,242500,249900,249900
Sherman,CT,Bridgeport-Stamford-Norwalk,Fairfield County,6607,489000,520000,534950,520000,550000
New London,WI,,Waupaca County,6608,127400,125900,127400,129900,129900
Marlinton,WV,,Pocahontas County,6609,110000,116110,124950,120000,129900
Canajoharie,NY,Amsterdam,Montgomery County,6610,110000,115000,115000,115000,104450
Greenville,NY,,Greene County,6611,179777,164950,164900,164700,169450
Conrad,MT,,Pondera County,6612,139900,139900,139900,134900,147300
Del Mar,CA,San Diego-Carlsbad,San Diego County,6613,3349000,3420000,3595000,3590000,3495000
Memphis,IN,Louisville/Jefferson County,Clark County,6614,184900,189900,189900,184900,180000
Horton,MI,Jackson,Jackson County,6614,284460,275680,267850,234900,244950
La Conner,WA,Mount Vernon-Anacortes,Skagit County,6616,415000,445000,467000,415000,368000
Newburg,MD,Washington-Arlington-Alexandria,Charles County,6617,275999,271000,260000,296000,299000
Council Grove,KS,,Morris County,6618,169000,161200,159250,159250,179450
Grant-Valkaria,FL,Palm Bay-Melbourne-Titusville,Brevard County,6619,404450,425000,437000,424350,422850
Clarion,IA,,Wright County,6620,135000,143450,129000,137900,119500
Rapid River,MI,Escanaba,Delta County,6621,114950,124900,124900,127450,110000
